user_ID,info_json
5,"{""user_age_range"": ""25 to 29"", ""user_gender"": ""Male"", ""user_perception_tests"": ""Yes"", ""user_eye_quality"": ""Excellent"", ""user_room_quality"": ""Alone in a Quiet Room"", ""user_computer_type"": ""Laptop"", ""user_test_origin"": ""Friend"", ""screen_size"": """", ""browser_agent"": """"}"
